item_id,strategy_name,primary_url,author,source_hash,lineage_id,lineage_representative_item_id,lineage_size,nearest_item_id,relation,source_similarity,core_function_similarity,shared_post,shared_author
2020年度精选策略/70 蓝筹&均线.txt,蓝筹&均线,https://www.joinquant.com/post/10747,gz88,84d911b568e30d831d7b3d50c65db4ece199e74275df598185d9153949d985ea,L-f0cfdafce0,2020年度精选策略/08 MACD单因子多头策略.txt,35,2020年度精选策略/26 向导式-1.txt,near-duplicate,0.966667,0.862069,false,false
2020年度精选策略/71 【投资学】CAPM单因子回归模型+ROE股票池（含止损）.txt,【投资学】CAPM单因子回归模型+ROE股票池（含止损）,https://www.joinquant.com/post/13973,Summy,8a1b484a9115e19c0fa5b678134a053ae86d32209eed6b142a1b3c6c89692e78,L-df67e72679,2020年度精选策略/71 【投资学】CAPM单因子回归模型+ROE股票池（含止损）.txt,1,2020年度精选策略/92 多因子选股策略.txt,independent,0.205008,0.0,false,false
2020年度精选策略/72 基金定投-沪深300-5年回测.txt,基金定投-沪深300-5年回测,https://www.joinquant.com/post/11251,傲雪神骄,927cd560a6c89003d6bc08fb636b73e82a1ac9986063d712aab843a957282311,L-c911143938,2020年度精选策略/72 基金定投-沪深300-5年回测.txt,1,2020年度精选策略/65 8只基金按PE调仓.txt,independent,0.074667,0.0,false,false
2020年度精选策略/73 跟着港资（北向资金）买A股.txt,跟着港资（北向资金）买A股,https://www.joinquant.com/post/13848,cgzol,52bf355a3584805bef0a894fdcb054559079eb19276d0478c7794158c8f97058,L-12a50073e8,2020年度精选策略/73 跟着港资（北向资金）买A股.txt,1,2025年度精选策略/49.根据北上资金买股票的最佳持股时间探讨.txt,independent,0.7165,0.0,false,false
2020年度精选策略/74 基于沪深300的增强.txt,基于沪深300的增强,https://www.joinquant.com/post/12280,3143592653,f530ff4cc424e43235df616a096c95c85c3eba8522b54cafb0932beafc02386d,L-f0cfdafce0,2020年度精选策略/08 MACD单因子多头策略.txt,35,2020年度精选策略/28 收益策略.txt,near-duplicate,0.945318,0.766667,false,false
2020年度精选策略/75 财务因子策略.txt,财务因子策略,https://www.joinquant.com/post/13968,BaeSuzy,873e82364936ce9f1aa6910933bc088ddfbaf7fb57780259bf66280fdc0f2e21,L-f0cfdafce0,2020年度精选策略/08 MACD单因子多头策略.txt,35,2020年度精选策略/57 黄泽森策略.txt,near-duplicate,0.992918,0.925926,false,false
2020年度精选策略/76 MACD——大盘择时.txt,MACD——大盘择时,https://www.joinquant.com/post/11102,Max_Bai,1f7cb3ca001187d3c75b395132ad712617a27e283c10e9dee2e0f0f205f026ce,L-0cf087e82c,2020年度精选策略/76 MACD——大盘择时.txt,1,2020年度精选策略/91 Stoch（KDJ）——大盘择时.txt,independent,0.356467,0.0,false,true
2020年度精选策略/77 RSRS大盘择时优化.txt,RSRS大盘择时优化,https://www.joinquant.com/post/13065,flyingluc,8a2fbecfe0073798a06987278863229e92f9e39efb5ef311e53cc20273ef6eb1,L-64efa8bc1a,2020年度精选策略/77 RSRS大盘择时优化.txt,1,2020年度精选策略/05 兄台且慢，去天台排队不如看看这个策略先.txt,independent,0.446026,0.0,false,false
2020年度精选策略/78 GFTD第二版.txt,GFTD第二版,https://www.joinquant.com/post/11188,lhclll,915ee1c573821f3a84ac3efc4260d8e8e4e53c0f82535f2ed41ba50c7863fbdb,L-4f925ea011,2020年度精选策略/78 GFTD第二版.txt,1,2020年度精选策略/66 高于MA10买入低于MA20卖出回测半年收益率20.4%.txt,independent,0.032012,0.0,false,false
2020年度精选策略/79 DMI——大盘择时.txt,DMI——大盘择时,https://www.joinquant.com/post/11101,Max_Bai,9602865bb1d81e07dcb90cd87afa557fee1ea49e2d1534c404634c5fd1d79620,L-27f91ce5c5,2020年度精选策略/79 DMI——大盘择时.txt,1,2020年度精选策略/66 高于MA10买入低于MA20卖出回测半年收益率20.4%.txt,independent,0.157895,0.0,false,false
"2020年度精选策略/80 向导式 价值分析(一),成功避开股灾,大盘震荡跌时小涨.txt","向导式 价值分析(一),成功避开股灾,大盘震荡跌时小涨",https://www.joinquant.com/post/13378,Guhhhhaa,cc3b8041c4c0e62cf2c9b4741f1a9d042e294f3056bde579389d00f37f566616,L-f0cfdafce0,2020年度精选策略/08 MACD单因子多头策略.txt,35,2020年度精选策略/94 PE和PB策略.txt,near-duplicate,0.978903,0.925926,false,false
2020年度精选策略/81 申万行业轮动策略.txt,申万行业轮动策略,https://www.joinquant.com/post/13107,JoinQuant聚宽-客服小A,50259d0075e8d9782cbd5272efe067b2236be4d25ae5b33ec33c939eaa8cdf29,L-de966047b9,2020年度精选策略/81 申万行业轮动策略.txt,1,2020年度精选策略/07 穿越牛熊基业长青的价值精选策略.txt,independent,0.149969,0.055556,false,false
2020年度精选策略/82 次新+小市值+KAMA择时 轮动.txt,次新+小市值+KAMA择时 轮动,https://www.joinquant.com/post/13400,月明星稀,6eab8b183d4074299f77d85f844ef8da5eb8eb8a21ea7d621513ec9ab3a94c59,L-23fc169c90,2020年度精选策略/82 次新+小市值+KAMA择时 轮动.txt,1,2020年度精选策略/73 跟着港资（北向资金）买A股.txt,independent,0.220285,0.0,false,false
2020年度精选策略/83 沪深300ETF-1060双均线.txt,沪深300ETF-1060双均线,https://www.joinquant.com/post/15265,小雪人,8d67a7ead17d757ee2b2edd59ace74c29fcfcda0536dc859d1ffb95e905886c3,L-c525da2998,2020年度精选策略/83 沪深300ETF-1060双均线.txt,1,2020年度精选策略/66 高于MA10买入低于MA20卖出回测半年收益率20.4%.txt,independent,0.251029,0.0,false,false
2020年度精选策略/84 投资策略说明.txt,投资策略说明,https://www.joinquant.com/post/13975,时雨煮酒,cb954e942bb436e6bbb3d9d301ff599ef6b00b2140ebee0a678cbea5df8b84a1,L-f0cfdafce0,2020年度精选策略/08 MACD单因子多头策略.txt,35,2020年度精选策略/24 自选策略1.txt,near-duplicate,0.966713,0.8,false,false
2020年度精选策略/85 【第一次玩】我就是要买便宜股系列.txt,【第一次玩】我就是要买便宜股系列,https://www.joinquant.com/post/14986,带头喝三鹿,965e940cca292d76f5b8970a46c5c7914b7ccc2f2d7ad90b072ba09ef6ba5805,L-12ddcfcb11,2020年度精选策略/85 【第一次玩】我就是要买便宜股系列.txt,1,2022年度精选策略/47.别人恐惧我贪婪——重视大盘择时.txt,independent,0.068304,0.0,false,false
2020年度精选策略/86 5日线穿十日线策略（供初学）.txt,5日线穿十日线策略（供初学）,https://www.joinquant.com/post/12056,开心的叶子,a75ec4491071a7314a3ded57d544dd2d609cc1dcceb5c71918780dc0a7852ff3,L-1d86fa97c5,2020年度精选策略/86 5日线穿十日线策略（供初学）.txt,1,2020年度精选策略/66 高于MA10买入低于MA20卖出回测半年收益率20.4%.txt,independent,0.111111,0.0,false,false
2020年度精选策略/87 选股策略说明——张燕兰 16318320.txt,选股策略说明——张燕兰 16318320,https://www.joinquant.com/post/13969,ElaineCheung,b04a97190b8d4e8ee4e3d13aead11947b34051beea2c606dd32a81fc5f3255ad,L-f0cfdafce0,2020年度精选策略/08 MACD单因子多头策略.txt,35,2020年度精选策略/62 选股策略.txt,near-duplicate,0.981276,0.925926,false,true
2020年度精选策略/88 一位小白编辑的多因子选股策略.txt,一位小白编辑的多因子选股策略,https://www.joinquant.com/post/13958,周盼 16318348,bbc0c8a0cd3bee3c956de231914e84623fe495afe1c7646b52ec97a69490f381,L-f0cfdafce0,2020年度精选策略/08 MACD单因子多头策略.txt,35,2020年度精选策略/35 投资学作业——简单多因子选股策略.txt,near-duplicate,0.974825,0.857143,false,false
2020年度精选策略/89 test1：简单的多均线择时.txt,test1：简单的多均线择时,https://www.joinquant.com/post/12143,jianjianv589,195ad096bc50cf451376ed0b8264ff1401c1e41029f4ee8574473fed58521df5,L-40e6234f40,2020年度精选策略/89 test1：简单的多均线择时.txt,1,2020年度精选策略/76 MACD——大盘择时.txt,independent,0.021605,0.0,false,false
2020年度精选策略/90 MA均线金叉买入，死叉卖出.txt,MA均线金叉买入，死叉卖出,https://www.joinquant.com/post/11964,阿龙,c4c4f6440e607f36a5a68d732a26d86a50b83f41201dc20f5a92cbdd94be6de8,L-f0cfdafce0,2020年度精选策略/08 MACD单因子多头策略.txt,35,2020年度精选策略/32 测试策略1.txt,near-duplicate,0.93588,0.827586,false,false
2020年度精选策略/91 Stoch（KDJ）——大盘择时.txt,Stoch（KDJ）——大盘择时,https://www.joinquant.com/post/11103,Max_Bai,8d05d4f897d02100625e132a14ae5b01d45ceff3106ad10a120a3f2d934c0aaf,L-8cc3a7c13d,2020年度精选策略/91 Stoch（KDJ）——大盘择时.txt,1,2020年度精选策略/76 MACD——大盘择时.txt,independent,0.356467,0.0,false,true
2020年度精选策略/92 多因子选股策略.txt,多因子选股策略,https://www.joinquant.com/post/11713,桑梓,3cd2587c6485bd3a3c881817b1ab253a62919af6de4ce40b8abb6ee3d850c967,L-fedbc664e9,2020年度精选策略/92 多因子选股策略.txt,1,2022年度精选策略/93.因子看板多因子模型---由量化课堂多因子模型修改.txt,independent,0.339527,0.217391,false,false
2020年度精选策略/93 RSRS——大盘择时.txt,RSRS——大盘择时,https://www.joinquant.com/post/11115,Max_Bai,6b69b4d1b037db1cd2138cf73d2f8e1433c5333dc422e70f8f7c0fc6ce51ce79,L-7951b8cee0,2020年度精选策略/93 RSRS——大盘择时.txt,1,2020年度精选策略/77 RSRS大盘择时优化.txt,independent,0.253333,0.285714,false,false
2020年度精选策略/94 PE和PB策略.txt,PE和PB策略,https://www.joinquant.com/post/13967,Jenny_,d778c0a71015b93fd466c7d3a1b461dd6e8df90448c3d1062c8d36488cb13d74,L-f0cfdafce0,2020年度精选策略/08 MACD单因子多头策略.txt,35,"2020年度精选策略/80 向导式 价值分析(一),成功避开股灾,大盘震荡跌时小涨.txt",near-duplicate,0.978903,0.925926,false,false
2020年度精选策略/95 资金流策略.txt,资金流策略,https://www.joinquant.com/post/10545,SOHUSONNY,3d0941ae29dafe18afeaa5cdb8a558a0c03e77b1be55e99cfdd9725e44dbc78c,L-f0cfdafce0,2020年度精选策略/08 MACD单因子多头策略.txt,35,2020年度精选策略/26 向导式-1.txt,near-duplicate,0.923602,0.6875,false,false
2020年度精选策略/96 沪港两地上市的银行股翻倍策略报告.txt,沪港两地上市的银行股翻倍策略报告,https://www.joinquant.com/post/11948,x483zhan,1278ece1e68f81f0ffb84e6e129b903cb7fc27f3c2ac901fa4714ea644b1f8aa,L-d7c811be47,2020年度精选策略/96 沪港两地上市的银行股翻倍策略报告.txt,1,2020年度精选策略/97 银行翻倍策略.txt,independent,0.202273,0.0,false,true
2020年度精选策略/97 银行翻倍策略.txt,银行翻倍策略,https://www.joinquant.com/post/11681,x483zhan,832e71a6effaf4438e625f9f7c2ccc324193d5eb65086bfe185f8707ae70f828,L-7903d65771,2020年度精选策略/97 银行翻倍策略.txt,1,2020年度精选策略/96 沪港两地上市的银行股翻倍策略报告.txt,independent,0.202273,0.0,false,true
2020年度精选策略/98 机器学习SVM用法示例策略.txt,机器学习SVM用法示例策略,https://www.joinquant.com/post/13324,JoinQuant聚宽-客服小A,414648a044f8935c91b96491ade86bc87f45b59b24923f8c9e0dc01730224c0c,L-c26667da61,2020年度精选策略/98 机器学习SVM用法示例策略.txt,1,2020年度精选策略/81 申万行业轮动策略.txt,independent,0.015734,0.0,false,true
2020年度精选策略/99 一个中信证券的向导策略.txt,一个中信证券的向导策略,https://www.joinquant.com/post/15280,革命大旗,6f528e0a9cde96c772cc69fd9e3336f05c8dabfeaeca20e2f8209c0dbc18deb5,L-f0cfdafce0,2020年度精选策略/08 MACD单因子多头策略.txt,35,2020年度精选策略/87 选股策略说明——张燕兰 16318320.txt,near-duplicate,0.931895,0.733333,false,false
2022年度精选策略/1.一颗耀眼的星—【回顾2】小市值成长股策略更新—改.txt,一颗耀眼的星—【回顾2】小市值成长股策略更新—改,https://www.joinquant.com/post/39325,jqz1226 ZUEL,a75c03dd51fa69ce85c80e18502dcd73e1d038986ddf64b0e633a1b70e9e3d24,L-f814a0e432,2022年度精选策略/1.一颗耀眼的星—【回顾2】小市值成长股策略更新—改.txt,3,2024年度精选策略/50.新策略，一种新思路，超额376%！.txt,near-duplicate,0.835832,0.666667,false,false
2022年度精选策略/10.龙头首阴战法改版二.txt,龙头首阴战法改版二,https://www.joinquant.com/post/36382,游资小码哥,1d156fc7eb3ac1b50aaf0c72654bff5f6dbd1f69a586203106ba021a75014cd9,L-e58bfa5d0c,2022年度精选策略/10.龙头首阴战法改版二.txt,1,2023年度精选策略/13.胜率65%之缩量分歧反包战法.txt,independent,0.357283,0.176471,false,true
2022年度精选策略/100.【复现】金股组合增强—分析师推荐概率.txt,【复现】金股组合增强—分析师推荐概率,https://www.joinquant.com/post/39135,Hugo2046,0bf540f4c45179e970af68fc9381d3ac5db589061de247005d26dd6e0856b5c7,L-ba61ec9a91,2022年度精选策略/100.【复现】金股组合增强—分析师推荐概率.txt,1,2025年度精选策略/65.【分享】多因子指数增强.txt,independent,0.225166,0.153846,false,true
2022年度精选策略/11.缠论交易策略.txt,缠论交易策略,https://www.joinquant.com/post/35463,quancker,78a82a5b4159aa354b9d13021fbeb8ef272052807474f79bd4285f9ba973d981,L-83b9462104,2022年度精选策略/11.缠论交易策略.txt,2,2023年度精选策略/50.缠论交易策略.txt,exact-source,1.0,1.0,true,true
2022年度精选策略/12.全市场选股？7年5倍不择时，回撤30%左右.txt,全市场选股？7年5倍不择时，回撤30%左右,https://www.joinquant.com/post/35307,Jacobb75,f0c15d5b1c131e27e5364f7f0f48354982e20089d9b888967e1c13672b4ae490,L-b822ffed03,2022年度精选策略/12.全市场选股？7年5倍不择时，回撤30%左右.txt,4,2023年度精选策略/99.全市场选股？7年5倍不择时，回撤30%左右.txt,exact-source,1.0,1.0,true,true
2022年度精选策略/13.【涨停研究三】连板股票收益统计与回测.txt,【涨停研究三】连板股票收益统计与回测,,,a53f990c8365ff84dd68f473c10701440caed06c8d47a156f95fe1dea59ba8ab,L-b05b892e13,2022年度精选策略/13.【涨停研究三】连板股票收益统计与回测.txt,1,2022年度精选策略/97.【涨停研究一】具有哪些因子的股票更容易涨停.txt,independent,0.16731,0.0,false,false
2022年度精选策略/14.为实盘做的更新：分钟级别和盘中止损.txt,为实盘做的更新：分钟级别和盘中止损,https://www.joinquant.com/post/36805,蚂蚁量化,9dd83e3a42806b0169ea70b27154d19e630cd85c033761b3f1133bc2f94865f2,L-51ff3fdf53,2022年度精选策略/14.为实盘做的更新：分钟级别和盘中止损.txt,4,2022年度精选策略/42.实盘出现的问题和解决办法.txt,probable-variant,0.798817,0.484848,false,true
2022年度精选策略/15.高股息低杠杆小市值轮动策略.txt,高股息低杠杆小市值轮动策略,https://www.joinquant.com/post/39774,wywy1995,03e6a0946439b3d73982199bf61ccc6c6f3d4bb4f08b55c18a92a6031232616e,L-8ee26d2380,2022年度精选策略/15.高股息低杠杆小市值轮动策略.txt,19,2024年度精选策略/6.高股息低杠杆小市值轮动策略.txt,exact-source,1.0,1.0,true,true
2022年度精选策略/16.ETF轮动策略升级-多类别-低回撤.txt,ETF轮动策略升级-多类别-低回撤,https://www.joinquant.com/post/35959,Yang的交易笔记,eef9a3ea64565247d2482608e62bdeaf3c67853b435f754ffd9bcc6f989ec57d,L-bfbe7ff4a6,2022年度精选策略/16.ETF轮动策略升级-多类别-低回撤.txt,1,2022年度精选策略/64.ETF轮动策略升级-增加盘中止损.txt,independent,0.796887,0.181818,false,false
2022年度精选策略/17.科技与狠活.txt,科技与狠活,https://www.joinquant.com/post/39961,wywy1995,2553638d7c2d65cdef33c19a6efe8af66e4cdcee68f2a0967b4a8e1fe8c4fed1,L-8ee26d2380,2022年度精选策略/15.高股息低杠杆小市值轮动策略.txt,19,2024年度精选策略/8.科技与狠活.txt,exact-source,1.0,1.0,true,true
2022年度精选策略/18.动量ETF轮动-RSRS择时-卡尔曼滤波.txt,动量ETF轮动-RSRS择时-卡尔曼滤波,https://www.joinquant.com/post/35416,莫急莫急,99769be3fefbdaa85658bfea83e057b12fdca6ca2637906f27c2cb838c6a54b6,L-736f8cf67a,2022年度精选策略/18.动量ETF轮动-RSRS择时-卡尔曼滤波.txt,6,2023年度精选策略/47.动量ETF轮动-RSRS择时-卡尔曼滤波.txt,exact-source,1.0,1.0,true,true
2022年度精选策略/19.【复现】高频价量相关性，意想不到的选股因子.txt,【复现】高频价量相关性，意想不到的选股因子,https://www.joinquant.com/post/36016,Hugo2046,7c23214e86609409d97879b0d3f745a56612c6837cd5d36ae37022041f884272,L-301ca3b09b,2022年度精选策略/19.【复现】高频价量相关性，意想不到的选股因子.txt,2,2023年度精选策略/95.【复现】高频价量相关性，意想不到的选股因子.txt,exact-source,1.0,1.0,true,true
